"airport","description","frequency","type"
"VEZO","TWR","122.7","TWR"
"VGBR","TWR","122.9","TWR"
"VGCB","TWR","122.9","TWR"
"VGEG","ATIS","127.6","ATIS"
"VGEG","CHITTAGONG GND","121.8","GND"
"VGEG","CHITTAGONG TWR","118.7","TWR"
"VGIS","TWR","122.9","TWR"
"VGJR","TWR","123.2","TWR"
"VGRJ","TWR","122.9","TWR"
"VGSD","TWR","122.9","TWR"
"VGSY","SYLHET TWR","122.9","TWR"
"VGTJ","TWR","123","TWR"
"VHHH","APP","119.1","APP"
"VHHH","ARRIVEL","128.2","ATIS-A"
"VHHH","CLNC DEL","129.9","CLD"
"VHHH","DEP","123.8","DEP"
"VHHH","DEPARTURE","127.05","ATIS-D"
"VHHH","DIRECTOR","119.5","APP"
"VHHH","FLIGHT SERVICE","122.4","AFIS"
"VHHH","GND NORTH","121.6","GND"
"VHHH","GND SOUTH","122.55","GND"
"VHHH","HONG KONG GUARD","121.5","EMG"
"VHHH","PRECISION","133.7","RDR"
"VHHH","RADAR","121.3","RDR"
"VHHH","TOWER NORTH","118.2","TWR"
"VHHH","TWR SOUTH","118.4","TWR"
"VHHH","ZONE CON","120.6","CAC"
"VIAG","APP","122.3","APP"
"VIAG","TWR","131.4","TWR"
"VIAR","APP","119.7","APP"
"VIAR","TWR","124.35","TWR"
"VIBR","TWR","122.3","TWR"
"VIBY","APP","122.7","APP"
"VIBY","TWR","123.5","TWR"
"VICG","APP","118.3","APP"
"VICG","TWR","118.6","TWR"
"VICX","APP","122.7","APP"
"VICX","TWR","123.5","TWR"
"VIDD","DELHI  APP","126.35","APP"
"VIDD","TWR","122.3","TWR"
"VIDN","DDN","112.6","VOR"
"VIDN","TWR","122.3","TWR"
"VIDP","ATIS","126.4","ATIS"
"VIDP","CLEARANCE DELIVERY","121.95","CLD"
"VIDP","DELHI APP","126.35","APP"
"VIDP","DELHI CONTROL","120.9","AREA CONTROL (E)"
"VIDP","DELHI CONTROL","124.55","AREA CONTROL (W)"
"VIDP","DELHI GND","121.9","GND"
"VIDP","DELHI TWR RWY 27/09","118.75","TWR"
"VIDP","DELHI TWR RWY 29/11","118.25","TWR"
"VIDP","DELHI TWR RWY28/10","118.1","TWR"
"VIDP","SMC","121.625","GND"
"VIGG","TWR","122.3","TWR"
"VIGR","TWR","123.5","TWR"
"VIJO","APP","122.7","APP"
"VIJO","TWR","123.5","TWR"
"VIJP","ATIS","126.6","ATIS"
"VIJP","TWR","125.25","TWR/APP"
"VIJR","APP","123.5","APP"
"VIJU","TWR","127.8","TWR"
"VIKA","TWR","122.3","TWR"
"VIKO","TWR","119","TWR"
"VILD","TWR","122.3","TWR"
"VILK","APP","120.45","APP"
"VILK","ATIS","126.8","ATIS"
"VILK","TWR","118.6","TWR"
"VIPK","APP","122.7","APP"
"VIPK","TWR","122.7","TWR"
"VIPT","TWR","122.3","TWR"
"VISM","TWR","118.35","TWR"
"VISR","RDO","893.9","A/G"
"VISR","TWR","127.9","TWR"
"VLLB","APP","118.5","APP"
"VLLB","TWR","118.5","TWR"
"VLPS","TWR","118.5","TWR"
"VLSK","TWR","118.5","TWR"
"VLVT","VIENTIANE APP","119.7","APP"
"VLVT","VIENTIANE TWR","118.1","TWR"
"VMMC","ATIS","126.4","ATIS"
"VMMC","GND","121.725","GND"
"VMMC","HONG KONG RDR","126.3","APP"
"VMMC","TWR","118","TWR"
"VNBW","TWR","122.5","TWR"
"VNCG","AFIS","122.5","AFIS"
"VNJP","TWR","122.5","TWR"
"VNKT","KATHMANDU APP","120.6","APP"
"VNKT","KATHMANDU ATIS","112.3","ATIS"
"VNKT","KATHMANDU GND","121.9","GND"
"VNKT","KATHMANDU RDO","292.3","RDO"
"VNKT","KATHMANDU TWR","118.1","TWR"
"VNNG","TWR","118.3","TWR"
"VNPK","TWR","123.8","TWR"
"VNSI","TWR","118.3","TWR"
"VNVT","TWR","123.8","TWR"
"VOBG","APP","127.7","APP"
"VOBG","ATIS","128.25","ATIS"
"VOBG","TWR","123.5","TWR"
"VOBZ","TWR","123.5","TWR"
"VOCB","AFTER 0430 HRS UTC","120.05","APP"
"VOCC","APP","124.7","APP"
"VOCC","GARUDA TWR","123.5","TWR"
"VOCC","RDO","665.5","A/G"
"VOCI","APP","119.75","APP"
"VOCI","ATIS","126.2","ATIS"
"VOCI","GND","121.75","GND"
"VOCI","TWR","118.8","TWR"
"VOCL","ATIS","127","ATIS"
"VOCL","TWR","122.95","TWR"
"VOCP","TWR","122.3","TWR"
"VOCX","APP","122.5","APP"
"VOCX","RDO","669.6","A/G"
"VOCX","TWR","122.5","TWR"
"VODG","ACADEMY TWR","119.1","TWR"
"VOHY","ACC","129.7","ACC"
"VOHY","APP","132.4","APP"
"VOHY","ATIS","126.8","ATIS"
"VOHY","RDO","287.2","RDO"
"VOHY","TWR","122.25","TWR"
"VOMD","APP","122.8","APP"
"VOMD","TWR","122.8","TWR"
"VOML","ACC","127.55","ACC"
"VOML","APP","122.1","APP"
"VOML","TWR","122.1","TWR"
"VOMM","APP","127.9","APP"
"VOMM","ATIS","127.45","ATIS"
"VOMM","CHENNAI CNTR","118.9","ACC"
"VOMM","GND","121.9","GND"
"VOMM","SCHENNAI RADARS","125.7","GCA"
"VOMM","TWR","118.1","TWR"
"VOPB","APP","118.1","APP"
"VOPB","ATIS","126.4","ATIS"
"VOPB","RDO","658.3","A/G"
"VOPB","TWR","123.5","TWR"
"VOPN","TWR","118.4","TWR"
"VORY","TWR","122.3","TWR"
"VOSX","SX","325","NDB"
"VOTP","TWR","119","TWR"
"VOTR","TRICHY APP","119.7","APP"
"VOTR","TRICHY TWR","118.3","TWR"
"VOTV","APP","119.6","APP"
"VOTV","ATIS","126.6","ATIS"
"VOTV","CON","125.9","ACC"
"VOTV","RDO","1128.5","RDO"
"VOTV","TWR","118.1","TWR"
"VOTX","MADRAS APP","127.9","APP"
"VOTX","TWR","122.3","TWR"
"VOYK","BANGALORE APP","127.75","APP"
"VOYK","TWR","118.1","TWR"
"VRMG","GAN TWR","119.1","TWR"
"VRMH","TWR","119.1","TWR"
"VRMK","TWR","119.6","TWR"
"VRMM","APP","119.7","APP"
"VRMM","GND","121.6","GND"
"VRMM","TWR","118.1","TWR"
"VRMT","TWR","119.4","TWR"
"VTBD","APP","119.4","APP"
"VTBD","ARR","125.5","ARR"
"VTBD","ATIS","126.4","ATIS"
"VTBD","CLNC DEL","125.95","CLD"
"VTBD","GND","121.9","GND"
"VTBD","TWR","118.1","TWR"
"VTBH","RDO","552","RDO"
"VTBH","TWR","122.1","TWR"
"VTBI","BANGKOK CON","133.1","CNTR"
"VTBK","APP","127.75","APP"
"VTBK","BANGKOK CON","128.1","CNTR"
"VTBK","DEP","23.7","DEP"
"VTBK","GND","25.78","GND"
"VTBK","TWR","23.75","TWR"
"VTBL","GND","121.75","GND"
"VTBL","TWR","122.6","TWR"
"VTBO","APP","118.6","APP"
"VTBO","TWR","122.9","TWR"
"VTBP","ATIS","39.06","ATIS"
"VTBP","GND","25.78","GND"
"VTBP","TWR","35.11","TWR"
"VTBU","APP","119.7","APP"
"VTBU","GND","121.9","GND"
"VTBU","TWR","118.3","TWR"
"VTBW","TWR","118.1","TWR"
"VTCC","APP","129.6","APP"
"VTCC","ATIS","127.2","ATIS"
"VTCC","GND","121.9","GND"
"VTCC","TWR","118.1","TWR"
"VTCH","APP","126.2","APP"
"VTCH","ATIS","38.4","ATIS"
"VTCH","TWR","122.3","TWR"
"VTCL","APP","119.3","APP"
"VTCL","ATIS","39.5","ATIS"
"VTCL","TWR","122.3","TWR"
"VTCN","APP","120.25","APP"
"VTCN","ATIS","35.5","ATIS"
"VTCN","TWR","118.55","TWR"
"VTCP","APP","120.1","APP"
"VTCP","ATIS","34","ATIS"
"VTCP","RDO","666.7","RDO"
"VTCP","TWR","118.6","TWR"
"VTCR","APP","120.05","APP"
"VTCR","RDO","666.7","RDO"
"VTCR","TWR","118.4","TWR"
"VTCT","APP","120.05","APP"
"VTCT","ATIS","27.7","ATIS"
"VTCT","RDO","666.7","RDO"
"VTCT","TWR","118.4","TWR"
"VTPB","APP","126.7","APP"
"VTPB","TWR","122.3","TWR"
"VTPH","APP","126.2","APP"
"VTPH","ATIS","21.3","ATIS"
"VTPH","GND","121.9","GND"
"VTPH","TWR","122.7","TWR"
"VTPI","APP","124","APP"
"VTPI","ATIS","25.3","ATIS"
"VTPI","DEP","134.1","DEP"
"VTPI","GND","121.75","GND"
"VTPI","TWR","133.25","TWR"
"VTPM","APP","120.65","APP"
"VTPM","ATIS","31.6","ATIS"
"VTPM","TWR","118.35","TWR"
"VTPN","TWR","122.3","TWR"
"VTPO","PHITSANULOK APP","120.7","APP"
"VTPO","TWR","118.7","TWR"
"VTPP","APP","120.7","APP"
"VTPP","ATIS","26.3","ATIS"
"VTPP","GND","121.9","GND"
"VTPP","TWR","118.9","TWR"
"VTPT","APP","120.7","APP"
"VTPT","TWR","118.8","TWR"
"VTPY","TWR","122.3","TWR"
"VTSB","APP","129.6","APP"
"VTSB","ATIS","33.8","ATIS"
"VTSB","GND","121.9","GND"
"VTSB","RDO","657.7","RDO"
"VTSB","TWR","122.7","TWR"
"VTSC","APP","125.55","APP"
"VTSC","ATIS","38.3","ATIS"
"VTSC","RDO","657.7","RDO"
"VTSC","TWR","122.7","TWR"
"VTSE","APP","119.75","APP"
"VTSE","TWR","122.15","TWR"
"VTSF","APP","119.75","APP"
"VTSF","TWR","122.55","TWR"
"VTSG","APP","120.05","APP"
"VTSG","ATIS","29.9","ATIS"
"VTSG","GND","121.9","GND"
"VTSG","TWR","118.6","TWR"
"VTSH","TWR","126.2","TWR"
"VTSK","APP","125.55","APP"
"VTSK","TWR","119.3","TWR"
"VTSM","APP","129.6","APP"
"VTSM","ATIS","128.6","ATIS"
"VTSM","TWR","118.9","TWR"
"VTSN","RDO","657.7","RDO"
"VTSN","TWR","122.7","TWR"
"VTSP","APP","124.7","APP"
"VTSP","ATIS","128","ATIS"
"VTSP","GND","121.9","GND"
"VTSP","TWR","118.1","TWR"
"VTSR","APP","125.1","APP"
"VTSR","ATIS","37.5","ATIS"
"VTSR","TWR","122.25","TWR"
"VTSS","APP","126.7","APP"
"VTSS","ATIS","128.8","ATIS"
"VTSS","GND","121.9","GND"
"VTSS","TWR","118.1","TWR"
"VTST","APP","125.3","APP"
"VTST","ATIS","24.8","ATIS"
"VTST","TWR","118.4","TWR"
"VTUD","APP","126.2","APP"
"VTUD","ATIS","23.6","ATIS"
"VTUD","GND","121.9","GND"
"VTUD","RDO","659.5","RDO"
"VTUD","TWR","122.5","TWR"
"VTUI","APP","123.35","APP"
"VTUI","ATIS","36.5","ATIS"
"VTUI","TWR","119.65","TWR"
"VTUJ","BURI RAM APP","123.6","APP"
"VTUJ","TWR","122.7","TWR"
"VTUK","APP","123.4","APP"
"VTUK","ATIS","39.3","ATIS"
"VTUK","TWR","122.25","TWR"
"VTUL","APP","122.55","APP"
"VTUL","TWR","122.5","TWR"
"VTUN","APP","129.75","APP"
"VTUN","ATIS","39.06","ATIS"
"VTUN","DEP","134.1","DEP"
"VTUN","GND","121.75","GND"
"VTUN","TWR","122.2","TWR"
"VTUO","APP","123.6","APP"
"VTUO","ATIS","30.3","ATIS"
"VTUO","TWR","122.5","TWR"
"VTUQ","APP","123.6","APP"
"VTUQ","ATIS","39.9","ATIS"
"VTUQ","TWR","119.8","TWR"
"VTUR","APP","125.4","APP"
"VTUR","TWR","119.75","TWR"
"VTUU","APP","123.5","APP"
"VTUU","ATIS","37.3","ATIS"
"VTUU","GND","121.9","GND"
"VTUU","TWR","119.9","TWR"
"VTUV","APP","125.4","APP"
"VTUV","ATIS","31.9","ATIS"
"VTUV","TWR","119.75","TWR"
"VTUW","SAKHON NAKHON APP","123.35","APP"
"VTUW","TWR","122.5","TWR"
"VVBM","TWR","118.3","TWR"
"VVCA","TWR","118.25","TWR"
"VVCT","CAN THO","118.8","TWR"
"VVDB","TWR","118.7","TWR"
"VVDN","APP","125.3","APP"
"VVDN","GND","121.6","GND"
"VVDN","TWR","125","TWR"
"VVNB","APP","125.1","APP"
"VVNB","GND","121.9","GND"
"VVNB","TWR","118.2","TWR"
"VVPB","TWR","118.8","TWR"
"VVPK","TWR","118.1","TWR"
"VVPQ","TWR","118.6","TWR"
"VVTS","APP","125.5","APP"
"VVTS","ATIS","128","ATIS"
"VVTS","GND","121.9","GND"
"VVTS","TWR","118.7","TWR"
"VYAN","TWR","118.7","TWR"
"VYBG","APP","119.7","APP"
"VYBG","TWR","118.1","TWR"
"VYBM","TWR","118.7","TWR"
"VYCZ","APP","119.7","APP"
"VYCZ","RDO","552.6","RDO"
"VYCZ","TWR","118.7","TWR"
"VYDW","APP","119.7","APP"
"VYDW","TWR","118.7","TWR"
"VYHH","APP","119.7","APP"
"VYHH","TWR","118.1","TWR"
"VYKG","TWR","118.7","TWR"
"VYKL","TWR","118.7","TWR"
"VYKP","TWR","118.7","TWR"
"VYKT","TWR","118.7","TWR"
"VYLK","TWR","118.7","TWR"
"VYLS","TWR","118.7","TWR"
"VYMD","APP","119.2","APP"
"VYMD","GND","121.725","GND"
"VYMD","TWR","118.6","TWR"
"VYME","APP","119.7","APP"
"VYME","TWR","118.7","TWR"
"VYMK","APP","119.7","APP"
"VYMK","TWR","118.7","TWR"
"VYMM","TWR","118.7","TWR"
"VYMO","TWR","118.7","TWR"
"VYMS","TWR","118.7","TWR"
"VYNP","APP","119.7","APP"
"VYNP","TWR","118.7","TWR"
"VYNS","TWR","118.7","TWR"
"VYPA","TWR","118.7","TWR"
"VYPN","TWR","118.7","TWR"
"VYPT","TWR","118.7","TWR"
"VYST","MEIKTILA APP","119.7","APP"
"VYST","MEIKTILA TWR","118.7","TWR"
"VYSW","APP","119.7","APP"
"VYSW","TWR","118.7","TWR"
"VYTD","TWR","118.7","TWR"
"VYTL","TWR","118.7","TWR"
"VYTO","APP","119.7","APP"
"VYTO","TWR","121.7","TWR"
"VYYY","ATIS","128.4","ATIS"
"VYYY","MINGALADON APP","119.7","APP"
"VYYY","MINGALADON GND","121.9","GND"
"VYYY","MINGALADON TWR","118.1","TWR"
"WAAA","ATIS","126.25","ATIS"
"WAAA","TWR","118.1","TWR"
"WAAA","UJUNG INFO","295.6","INFO"
"WAAA","UJUNG PANDANG APP","119.4","APP"
"WABB","ATIS","126.5","ATIS"
"WABB","BIAK APP","121.2","APP"
"WABB","BIAK INFO","295.6","INFO"
"WABB","TWR","118.1","TWR"
"WABI","RDO","558","RDO"
"WABI","TWR","122.3","TWR"
"WABP","KILANGIN TWR","118.3","TWR"
"WABP","TIMIKA RDO","681.1","RDO"
"WADA","BALI APP","119.7","APP"
"WADA","TWR","122.2","TWR"
"WADB","BIMA RDO","782.5","RDO"
"WADB","SALAHUDDIN TWR","120.3","TWR"
"WADD","ATIS","126.2","ATIS"
"WADD","DIRECTOR","119.7","APP"
"WADD","INFO","8.88","INFO"
"WADD","NGURAH GND","118.8","GND"
"WADD","NGURAH TWR","118.1","TWR"
"WADD","RADAR","119.3","TMA"
"WADS","INFO","118.1","A/G"
"WADT","RDO","122.5","RDO"
"WADW","INFO","122.2","AFIS"
"WAJJ","ATIS","128.8","ATIS"
"WAJJ","JAYAPURA APP","119.1","APP"
"WAJJ","JAYAPURA INFO","295.6","INFO"
"WAJJ","TWR","118.1","TWR"
"WAJW","INFO","120","AFIS"
"WAKK","MERAUKE INFO","558","FSS"
"WAKK","TWR","122.2","TWR"
"WALG","INFO","118.5","INFO"
"WALK","RDO","808.25","RDO"
"WALL","ATIS","127.6","ATIS"
"WALL","BALIKPAPAN APP","120.4","APP"
"WALL","BALIKPAPAN INFO","341.6","INFO"
"WALL","TWR","118.1","TWR"
"WALQ","BADAK INFO","127.7","INFO"
"WALQ","BADAK RDO","534","RDO"
"WALR","JUWATA TWR","118.1","TWR"
"WALR","TARAKAN APP","125.5","APP"
"WALT","RDO","129.7","RDO"
"WALV","RDO","534","A/G"
"WALV","TWR","122.1","TWR"
"WALX","RDO","122.3","RDO"
"WAMG","GORONTALO RDO","905.5","INFO"
"WAMG","TWR","122.2","TWR"
"WAMH","INFO","123","A/G"
"WAML","TWR","118.7","TWR"
"WAMM","ATIS","126.4","ATIS"
"WAMM","MANADO APP","119","APP"
"WAMM","MANADO INFO","891.8","INFO"
"WAMM","RATULANGI TWR","118.1","TWR"
"WAMP","RDO","457.5","A/G"
"WAMR","INFO","122.2","A/G"
"WAMT","INFO","122.4","AFIS"
"WAMT","TERNATE RDO","905.5","RDO"
"WAMW","INFO","122.8","A/G"
"WAOH","INFO","544.25","INFO"
"WAOI","TWR","122.2","TWR"
"WAON","INFO","122.1","AFIS"
"WAOO","ATIS","128.05","ATIS"
"WAOO","BANJARMASIN APP","126.5","APP"
"WAOO","BANJARMASIN INFO","819.8","INFO"
"WAOO","ULIN TWR","118.4","TWR"
"WAOP","TWR","122.4","TWR"
"WAOS","SAMPIT INFO","122.8","A/G"
"WAPK","RDO","1340","RDO"
"WAPL","INFO","120","INFO"
"WAPL","RDO","583.6","RDO"
"WAPP","AMBON APP","121","APP"
"WAPP","AMBON INFO","891.8","INFO"
"WAPP","ATIS","125.4","ATIS"
"WAPP","TWR","122.2","TWR"
"WARA","SURABAYA APP","119.1","APP"
"WARA","TWR","122.5","TWR"
"WARI","MADIUN APP","122.6","APP"
"WARI","YUDI GND","121.7","GND"
"WARJ","ADI GND","118.5","GND"
"WARJ","ADI TWR","122.4","TWR"
"WARJ","ATIS","128.5","ATIS"
"WARJ","SECONDARY","118.1","TWR"
"WARJ","SECONDARY","120.2","APP"
"WARJ","YOGYA DIRECTOR","123.4","APP"
"WARQ","ATIS","127.2","ATIS"
"WARQ","MARMO TWR","122.7","TWR"
"WARQ","SEMARANG TCA","120.3","TCA"
"WARQ","YOGYA APP","123.4","APP"
"WARR","ATIS","128.2","ATIS"
"WARR","GROUND CONTROL","119.15","SMC"
"WARR","SURABAYA CONTROL - PRIMARY","123.55","TCA"
"WARR","SURABAYA CONTROL - SECONDARY","124","TCA"
"WARR","SURABAYA DIRECTOR (PRIMARY)","125.1","DIR"
"WARR","SURABAYA DIRECTOR SECONDARY","123.2","DIR"
"WARR","TOWER - PRIMARY","118.3","TWR"
"WARR","TOWER - SECONDARY","118.1","TWR"
"WARS","ATIS","126","ATIS"
"WARS","SEMARANG APP","120.3","APP"
"WARS","YANI TWR","122.3","TWR"
"WASF","TOREA INFO","118.1","A/G"
"WASK","INFO","131.45","INFO"
"WASK","RDO","681.12","RDO"
"WASO","INFO","681.12","INFO"
"WASR","INFO","122.2","AFIS"
"WATC","AFIS","122.3","AFIS"
"WATE","RDO","118.7","RDO"
"WATG","INFO","122.6","A/G"
"WATG","RDO","449.5","RDO"
"WATM","INFO","449.5","INFO"
"WATO","LABUHAN BAJO INFO","122.7","INFO"
"WATO","LABUHAN BAJO RDO","449.5","A/G"
"WATT","KUPANG INFO","341.6","INFO"
"WATT","TWR","118.3","TWR"
"WAWB","INFO","905.5","INFO"
"WAWM","INFO","534","INFO"
"WAWS","RDO","122.2","A/G"
"WAWT","INFO","122.2","AFIS"
"WAWW","TWR","122.2","TWR"
"WBGB","ATIS","127.8","ATIS"
"WBGB","GND","121.8","GND"
"WBGB","TWR","122.3","TWR"
"WBGG","APP DIRECTOR","120.2","APP"
"WBGG","ATIS","128.4","ATIS"
"WBGG","GND","121.9","GND"
"WBGG","RDR","134.5","ACC"
"WBGG","TWR","118.1","TWR"
"WBGJ","GND","121.95","GND"
"WBGJ","TWR","124.3","TWR"
"WBGM","TWR","122.4","TWR"
"WBGR","APP","122.9","APP"
"WBGR","ATIS","127","ATIS"
"WBGR","GND","121.9","GND"
"WBGR","TWR","123.3","TWR"
"WBGS","APP","122.6","APP"
"WBGS","ATIS","127.65","ATIS"
"WBGS","GND","121.9","GND"
"WBGS","TWR","122.6","TWR"
"WBKD","TWR","122.3","TWR"
"WBKK","ATIS","127.4","ATIS"
"WBKK","KINABALU APP","119.1","A/D"
"WBKK","KINABALU CON","126.1","ACC"
"WBKK","KINABALU GND","121.6","GND"
"WBKK","KINABALU RDO","682.5","A/G"
"WBKK","KINABALU TWR","118.3","TWR"
"WBKK","KINABALU","133.3","INFO"
"WBKL","APP","119.7","APP"
"WBKL","ATIS","126.85","ATIS"
"WBKL","GND","118.35","GND"
"WBKL","TWR","118.1","TWR"
"WBKS","APP","123.2","APP"
"WBKS","GND","121.9","GND"
"WBKS","TWR","121.05","TWR"
"WBKW","APP","123.55","APP"
"WBKW","GND","121.9","GND"
"WBKW","TWR","122.5","TWR"
"WBMU","TWR","129.2","APP"
"WBSB","ATIS","126.8","ATIS"
"WBSB","GND","121.9","GND"
"WBSB","RADAR","121.3","APP"
"WBSB","TWR","118.7","TWR"
"WIBB","PEKANBARU APP","120.8","APP"
"WIBB","SYARIF TWR","118.1","TWR"
"WIBD","DUMAI RDO","122.6","RDO"
"WICB","BUDI GROUND","119.7","GRD"
"WICB","BUDI TWR","123.2","TWR"
"WICC","BANDUNG APP","121","APP"
"WICC","TWR","118.65","TWR"
"WICD","RDO","122.1","A/G"
"WICM","TASIK TWR","122.6","TWR"
"WIDD","ATIS","126.25","ATIS"
"WIDD","GND/CLNC DEL","121.75","GND"
"WIDD","PRIMARY","118.7","TWR"
"WIDD","SECONDARY","118.3","TWR"
"WIDD","SINGAPORE APP","120.3","ACC"
"WIDD","TANJUNG PINANG APP","130.2","APP"
"WIDE","RDO","118.1","A/G"
"WIDN","SINGAPORE APP","120.3","ACC"
"WIDN","TANJUNG PINANG APP","130.2","APP"
"WIDN","TWR","118.4","TWR"
"WIDS","INFO","122.2","INFO"
"WIHH","ATIS","128.8","ATIS"
"WIHH","JAKARTA APP","119.75","APP"
"WIHH","JAKARTA ARR","125.45","ARR"
"WIHH","JAKARTA DIRECTOR","119.7","DIR"
"WIHH","TOWER SECONDARY","122.7","TWR"
"WIHH","TWR","122.25","TWR"
"WIHL","RDO","122.8","A/G"
"WIHP","INFO","122.1","INFO"
"WIII","ATIS","126.85","ATIS"
"WIII","CLNC DEL","121.95","CLD"
"WIII","GND","121.6","GND"
"WIII","JAKARTA APP","119.75","APP"
"WIII","JAKARTA ARR","125.45","ARR"
"WIII","JAKARTA CENTRAL INFO","129.7","FSS"
"WIII","PABELOKAN INFO","129.8","INFO"
"WIII","TWR","118.75","TWR"
"WIMB","INFO","122.5","A/G"
"WIME","INFO","122.8","A/G"
"WIMG","ATIS","127.25","ATIS"
"WIMG","PADANG APP","124","APP"
"WIMG","TWR","122.2","TWR"
"WIMK","MEDAN APP","119.7","APP"
"WIMK","MEDAN ATIS","126.8","ATIS"
"WIMK","TWR","118.1","TWR"
"WIMN","INFO","658.9","INFO"
"WIMS","PINANG SORE RDO","122.3","A/G"
"WIOD","HANAN DJOEDDIN","118.8","TWR"
"WIOG","INFO","122.5","AFIS"
"WIOG","RDO","385.5","RDO"
"WIOK","INFO","122.3","INFO"
"WIOM","INFO","128","INFO"
"WIOM","RDO","546.75","RDO"
"WION","INFO","112.1","INFO"
"WIOO","ATIS","127.4","ATIS"
"WIOO","PONTIAK INFO","895.7","INFO"
"WIOO","PONTIANAK APP","119","APP"
"WIOO","TWR","118.3","TWR"
"WIOP","INFO","123.5","A/G"
"WIOS","INFO","130.1","INFO"
"WIPA","THAHA TWR","118.4","TWR"
"WIPK","AMIR TWR","118.3","TWR"
"WIPK","PANGKALPINANG APP","123.6","APP"
"WIPL","TWR AND APP COMBINE","122.2","TWR"
"WIPO","INFO","123.7","AFIS"
"WIPP","ATIS","127.2","ATIS"
"WIPP","MAHMUD TWR","118.1","TWR"
"WIPP","PALEMBANG APP","119.2","APP"
"WIPP","PALEMBANG INFO","341.6","INFO"
"WIPQ","RDO","122.1","RDO"
"WIPR","INFO","118.2","AFIS"
"WIPR","RDO","122.8","A/G"
"WIPT","ATIS","127.25","ATIS"
"WIPT","MINANG TWR","118.3","TWR"
"WIPT","PADANG APP","124","APP"
"WITB","SALEH INFO","122.6","INFO"
"WITL","INFO","130.45","A/G"
"WITM","MALIK INFO","122.9","INFO"
"WITT","BANDA ACEH RDO","658.9","RDO"
"WITT","TWR","122.2","AFIS"
"WMAP","APP","122.4","APP"
"WMAP","TWR","128.3","TWR"
"WMBT","INFO","122.8","AFIS"
"WMGK","APP","22.76","APP"
"WMGK","GND","22.5","GND"
"WMGK","TWR","22.61","TWR"
"WMKA","ALOR STAR APP","122.3","APP"
"WMKA","ALOR STAR GND","121.6","GND"
"WMKA","ALOR STAR TWR","122.3","TWR"
"WMKB","APP","125.8","APP"
"WMKB","ATIS","23.01","ATIS"
"WMKB","DEP","128.5","DEP"
"WMKB","GND","134.6","GND"
"WMKB","TWR","118.3","TWR"
"WMKC","KOTA BHARU GND","121.6","GND"
"WMKC","KOTA BHARU TWR","122.5","TWR"
"WMKD","APP","118.1","APP"
"WMKD","ATIS","127.5","ATIS"
"WMKD","GND","28.96","GND"
"WMKD","TWR","118.1","TWR"
"WMKE","GND","121.8","GND"
"WMKE","TWR","123.3","TWR"
"WMKI","IPOH TWR","122.1","TWR"
"WMKJ","ATIS","126.6","ATIS"
"WMKJ","JOHOR TWR","121.8","GND"
"WMKJ","JOHOR TWR","122.5","TWR"
"WMKJ","JOHOR TWR","124.7","APP"
"WMKJ","LUMPUR CON","132.2","ACC"
"WMKK","LUMPUR APP","119.45","A/D"
"WMKK","LUMPUR ATIS FOR ARRIVALS","128.05","ATIS"
"WMKK","LUMPUR ATIS FOR DEPARTURE","126.45","ATIS"
"WMKK","LUMPUR CLNC DEL","126","CLD"
"WMKK","LUMPUR DEPARTURE","135.25","DEPT"
"WMKK","LUMPUR GND","121.65","GND"
"WMKK","LUMPUR GND","122.275","GND"
"WMKK","LUMPUR TWR 14L/32R","118.8","TWR"
"WMKK","LUMPUR TWR 14R/32L","118.5","TWR"
"WMKK","LUMPUR TWR RWY 15/33","119.8","TWR"
"WMKL","APP","119.4","APP"
"WMKL","ATIS","128.2","ATIS"
"WMKL","GND","121.8","GND"
"WMKL","TWR","118.5","TWR"
"WMKM","GND","121.6","GND"
"WMKM","TWR","118","TWR"
"WMKN","TERENGGANU GND","121.6","GND"
"WMKN","TERENGGANU TWR","123.6","TWR"
"WMKP","ATIS","126.4","ATIS"
"WMKP","PENANG  GROUND","121.6","GND"
"WMKP","PENANG TOWER","121.1","TWR"
"WMSA","AIR FORCE GND","125.2","OPS"
"WMSA","LUMPUR APP/CON","132.8","ACC"
"WMSA","LUMPUR DELIVERY","126","CLD"
"WMSA","LUMPUR DIRECTOR","125.1","A/D"
"WMSA","LUMPUR RDO","347","A/G"
"WMSA","LUMPUR","126.1","INFO"
"WMSA","SUBANG GND","121.9","GND"
"WMSA","SUBANG INFO","127.6","ATIS"
"WMSA","SUBANG TWR","118.2","TWR"
"WPDB","TIMOR COMMON LOW","127.1","CTAF"
"WPDL","COMORO APP/TWR","122.9","APP"
"WPDL","COMORO GND","133.9","GND"
"WPDL","PCL","125.5","MISC"
"WPEC","E TIMOR COMMON HIGH","123.45","CTAF"
"WPEC","E TIMOR COMMON LOW","127.1","INFO"
"WSAG","ATIS","149.25","ATIS"
"WSAG","GND","28.39","GND"
"WSAG","SINGAPORE APP/DEP","120.3","A/D"
"WSAG","TWR","129.7","TWR"
"WSAP","AMC OPS","34.94","OPS"
"WSAP","APP","119.9","APP"
"WSAP","ATIS","148.9","ATIS"
"WSAP","GND","118.05","GND"
"WSAP","SINGAPORE RADAR","127.3","ACC"
"WSAP","TWR","118.05","TWR"
"WSAT","APP","130","APP"
"WSAT","GND","122","GND"
"WSAT","SINGAPORE APP/DEP","120.3","A/D"
"WSAT","TWR","122","TWR"
"WSSL","GND","121.6","GND"
